nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-12 06:49:36 - INFO - Training for patient 108 ...
2025-05-12 06:49:46 - INFO - Training for patient 109 ...
2025-05-12 06:49:53 - INFO - Training for patient 111 ...
2025-05-12 06:50:03 - INFO - Training for patient 112 ...
2025-05-12 06:50:11 - INFO - Training for patient 113 ...
2025-05-12 06:50:21 - INFO - Training for patient 115 ...
2025-05-12 06:50:30 - INFO - Training for patient 116 ...
2025-05-12 06:50:41 - INFO - Training for patient 117 ...
2025-05-12 06:50:50 - INFO - Training for patient 118 ...
2025-05-12 06:50:59 - INFO - Training for patient 119 ...
2025-05-12 06:51:07 - INFO - Training for patient 121 ...
2025-05-12 06:51:15 - INFO - Training for patient 122 ...
2025-05-12 06:51:25 - INFO - Training for patient 123 ...
2025-05-12 06:51:37 - INFO - Training for patient 124 ...
2025-05-12 06:51:47 - INFO - Training for patient 200 ...
2025-05-12 06:51:54 - INFO - Training for patient 203 ...
2025-05-12 06:52:04 - INFO - Training for patient 205 ...
2025-05-12 06:52:12 - INFO - Training for patient 208 ...
2025-05-12 06:52:21 - INFO - Training for patient 210 ...
2025-05-12 06:52:33 - INFO - Training for patient 212 ...
2025-05-12 06:52:44 - INFO - Training for patient 214 ...
2025-05-12 06:52:57 - INFO - Training for patient 215 ...
2025-05-12 06:53:08 - INFO - Training for patient 219 ...
2025-05-12 06:53:18 - INFO - Training for patient 220 ...
2025-05-12 06:53:28 - INFO - Training for patient 221 ...
2025-05-12 06:53:35 - INFO - Training for patient 228 ...
2025-05-12 06:53:43 - INFO - Training for patient 230 ...
2025-05-12 06:53:52 - INFO - Training for patient 231 ...
2025-05-12 06:54:06 - INFO - Training for patient 232 ...
2025-05-12 06:54:18 - INFO - Training for patient 233 ...
2025-05-12 06:54:27 - INFO - Repeat 9/10 for epsilon 0.91
2025-05-12 06:54:27 - INFO - Training for patient 100 ...
2025-05-12 06:54:36 - INFO - Training for patient 101 ...
2025-05-12 06:54:45 - INFO - Training for patient 103 ...
2025-05-12 06:54:53 - INFO - Training for patient 106 ...
2025-05-12 06:55:03 - INFO - Training for patient 108 ...
2025-05-12 06:55:11 - INFO - Training for patient 109 ...
2025-05-12 06:55:23 - INFO - Training for patient 111 ...
2025-05-12 06:55:31 - INFO - Training for patient 112 ...
2025-05-12 06:55:40 - INFO - Training for patient 113 ...
2025-05-12 06:55:47 - INFO - Training for patient 115 ...
2025-05-12 06:55:57 - INFO - Training for patient 116 ...
2025-05-12 06:56:07 - INFO - Training for patient 117 ...
2025-05-12 06:56:17 - INFO - Training for patient 118 ...
2025-05-12 06:56:27 - INFO - Training for patient 119 ...
2025-05-12 06:56:36 - INFO - Training for patient 121 ...
2025-05-12 06:56:45 - INFO - Training for patient 122 ...
2025-05-12 06:56:56 - INFO - Training for patient 123 ...
2025-05-12 06:57:04 - INFO - Training for patient 124 ...
2025-05-12 06:57:16 - INFO - Training for patient 200 ...
2025-05-12 06:57:24 - INFO - Training for patient 203 ...
2025-05-12 06:57:32 - INFO - Training for patient 205 ...
2025-05-12 06:57:42 - INFO - Training for patient 208 ...
2025-05-12 06:57:51 - INFO - Training for patient 210 ...
2025-05-12 06:58:00 - INFO - Training for patient 212 ...
2025-05-12 06:58:08 - INFO - Training for patient 214 ...
2025-05-12 06:58:17 - INFO - Training for patient 215 ...
2025-05-12 06:58:32 - INFO - Training for patient 219 ...
2025-05-12 06:58:42 - INFO - Training for patient 220 ...
2025-05-12 06:58:51 - INFO - Training for patient 221 ...
2025-05-12 06:59:02 - INFO - Training for patient 228 ...
2025-05-12 06:59:10 - INFO - Training for patient 230 ...
2025-05-12 06:59:21 - INFO - Training for patient 231 ...
2025-05-12 06:59:30 - INFO - Training for patient 232 ...
2025-05-12 06:59:41 - INFO - Training for patient 233 ...
2025-05-12 06:59:49 - INFO - Repeat 10/10 for epsilon 0.91
2025-05-12 06:59:49 - INFO - Training for patient 100 ...
2025-05-12 06:59:59 - INFO - Training for patient 101 ...
2025-05-12 07:00:08 - INFO - Training for patient 103 ...
2025-05-12 07:00:17 - INFO - Training for patient 106 ...
2025-05-12 07:00:26 - INFO - Training for patient 108 ...
2025-05-12 07:00:35 - INFO - Training for patient 109 ...
2025-05-12 07:00:46 - INFO - Training for patient 111 ...
2025-05-12 07:00:53 - INFO - Training for patient 112 ...
2025-05-12 07:01:04 - INFO - Training for patient 113 ...
2025-05-12 07:01:14 - INFO - Training for patient 115 ...
2025-05-12 07:01:25 - INFO - Training for patient 116 ...
2025-05-12 07:01:33 - INFO - Training for patient 117 ...
2025-05-12 07:01:44 - INFO - Training for patient 118 ...
2025-05-12 07:01:52 - INFO - Training for patient 119 ...
2025-05-12 07:02:00 - INFO - Training for patient 121 ...
2025-05-12 07:02:08 - INFO - Training for patient 122 ...
2025-05-12 07:02:19 - INFO - Training for patient 123 ...
2025-05-12 07:02:29 - INFO - Training for patient 124 ...
2025-05-12 07:02:38 - INFO - Training for patient 200 ...
2025-05-12 07:02:45 - INFO - Training for patient 203 ...
2025-05-12 07:02:56 - INFO - Training for patient 205 ...
2025-05-12 07:03:07 - INFO - Training for patient 208 ...
2025-05-12 07:03:16 - INFO - Training for patient 210 ...
2025-05-12 07:03:24 - INFO - Training for patient 212 ...
2025-05-12 07:03:35 - INFO - Training for patient 214 ...
2025-05-12 07:03:44 - INFO - Training for patient 215 ...
2025-05-12 07:03:54 - INFO - Training for patient 219 ...
2025-05-12 07:04:07 - INFO - Training for patient 220 ...
2025-05-12 07:04:15 - INFO - Training for patient 221 ...
2025-05-12 07:04:26 - INFO - Training for patient 228 ...
2025-05-12 07:04:33 - INFO - Training for patient 230 ...
2025-05-12 07:04:41 - INFO - Training for patient 231 ...
2025-05-12 07:04:51 - INFO - Training for patient 232 ...
2025-05-12 07:05:01 - INFO - Training for patient 233 ...
2025-05-12 07:05:12 - INFO - All repeats for epsilon 0.91 done. Saving now ...
2025-05-12 07:05:22 - INFO - Starting with epsilon 1.01 ...
2025-05-12 07:05:22 - INFO - Repeat 1/10 for epsilon 1.01
2025-05-12 07:05:22 - INFO - Training for patient 100 ...
2025-05-12 07:05:30 - INFO - Training for patient 101 ...
2025-05-12 07:05:40 - INFO - Training for patient 103 ...
2025-05-12 07:05:49 - INFO - Training for patient 106 ...
2025-05-12 07:05:59 - INFO - Training for patient 108 ...
2025-05-12 07:06:08 - INFO - Training for patient 109 ...
2025-05-12 07:06:17 - INFO - Training for patient 111 ...
2025-05-12 07:06:27 - INFO - Training for patient 112 ...
2025-05-12 07:06:37 - INFO - Training for patient 113 ...
2025-05-12 07:06:47 - INFO - Training for patient 115 ...
2025-05-12 07:06:57 - INFO - Training for patient 116 ...
2025-05-12 07:07:08 - INFO - Training for patient 117 ...
2025-05-12 07:07:17 - INFO - Training for patient 118 ...
2025-05-12 07:07:26 - INFO - Training for patient 119 ...
2025-05-12 07:07:35 - INFO - Training for patient 121 ...
2025-05-12 07:07:46 - INFO - Training for patient 122 ...
2025-05-12 07:07:56 - INFO - Training for patient 123 ...
2025-05-12 07:08:05 - INFO - Training for patient 124 ...
2025-05-12 07:08:14 - INFO - Training for patient 200 ...
2025-05-12 07:08:22 - INFO - Training for patient 203 ...
2025-05-12 07:08:35 - INFO - Training for patient 205 ...
2025-05-12 07:08:44 - INFO - Training for patient 208 ...
2025-05-12 07:08:55 - INFO - Training for patient 210 ...
2025-05-12 07:09:04 - INFO - Training for patient 212 ...
2025-05-12 07:09:15 - INFO - Training for patient 214 ...
2025-05-12 07:09:24 - INFO - Training for patient 215 ...
2025-05-12 07:09:34 - INFO - Training for patient 219 ...
2025-05-12 07:09:46 - INFO - Training for patient 220 ...
2025-05-12 07:09:56 - INFO - Training for patient 221 ...
2025-05-12 07:10:06 - INFO - Training for patient 228 ...
2025-05-12 07:10:16 - INFO - Training for patient 230 ...
2025-05-12 07:10:24 - INFO - Training for patient 231 ...
2025-05-12 07:10:32 - INFO - Training for patient 232 ...
2025-05-12 07:10:41 - INFO - Training for patient 233 ...
2025-05-12 07:10:50 - INFO - Repeat 2/10 for epsilon 1.01
2025-05-12 07:10:50 - INFO - Training for patient 100 ...
2025-05-12 07:11:00 - INFO - Training for patient 101 ...
2025-05-12 07:11:10 - INFO - Training for patient 103 ...
2025-05-12 07:11:19 - INFO - Training for patient 106 ...
2025-05-12 07:11:29 - INFO - Training for patient 108 ...
2025-05-12 07:11:36 - INFO - Training for patient 109 ...
2025-05-12 07:11:46 - INFO - Training for patient 111 ...
2025-05-12 07:11:56 - INFO - Training for patient 112 ...
2025-05-12 07:12:06 - INFO - Training for patient 113 ...
2025-05-12 07:12:16 - INFO - Training for patient 115 ...
2025-05-12 07:12:26 - INFO - Training for patient 116 ...
2025-05-12 07:12:37 - INFO - Training for patient 117 ...
2025-05-12 07:12:47 - INFO - Training for patient 118 ...
2025-05-12 07:12:57 - INFO - Training for patient 119 ...
2025-05-12 07:13:07 - INFO - Training for patient 121 ...
2025-05-12 07:13:15 - INFO - Training for patient 122 ...
2025-05-12 07:13:24 - INFO - Training for patient 123 ...
2025-05-12 07:13:34 - INFO - Training for patient 124 ...
2025-05-12 07:13:43 - INFO - Training for patient 200 ...
2025-05-12 07:13:52 - INFO - Training for patient 203 ...
2025-05-12 07:14:01 - INFO - Training for patient 205 ...
2025-05-12 07:14:10 - INFO - Training for patient 208 ...
2025-05-12 07:14:23 - INFO - Training for patient 210 ...
2025-05-12 07:14:33 - INFO - Training for patient 212 ...
2025-05-12 07:14:42 - INFO - Training for patient 214 ...
2025-05-12 07:14:50 - INFO - Training for patient 215 ...
2025-05-12 07:15:03 - INFO - Training for patient 219 ...
2025-05-12 07:15:15 - INFO - Training for patient 220 ...
2025-05-12 07:15:22 - INFO - Training for patient 221 ...
2025-05-12 07:15:30 - INFO - Training for patient 228 ...
2025-05-12 07:15:39 - INFO - Training for patient 230 ...
2025-05-12 07:15:49 - INFO - Training for patient 231 ...
2025-05-12 07:15:58 - INFO - Training for patient 232 ...
2025-05-12 07:16:09 - INFO - Training for patient 233 ...
2025-05-12 07:16:16 - INFO - Repeat 3/10 for epsilon 1.01
2025-05-12 07:16:16 - INFO - Training for patient 100 ...
2025-05-12 07:16:26 - INFO - Training for patient 101 ...
2025-05-12 07:16:34 - INFO - Training for patient 103 ...
2025-05-12 07:16:44 - INFO - Training for patient 106 ...
2025-05-12 07:16:54 - INFO - Training for patient 108 ...
2025-05-12 07:17:03 - INFO - Training for patient 109 ...
2025-05-12 07:17:13 - INFO - Training for patient 111 ...
2025-05-12 07:17:22 - INFO - Training for patient 112 ...
2025-05-12 07:17:32 - INFO - Training for patient 113 ...
2025-05-12 07:17:40 - INFO - Training for patient 115 ...
2025-05-12 07:17:52 - INFO - Training for patient 116 ...
2025-05-12 07:17:59 - INFO - Training for patient 117 ...
2025-05-12 07:18:08 - INFO - Training for patient 118 ...
2025-05-12 07:18:16 - INFO - Training for patient 119 ...
2025-05-12 07:18:24 - INFO - Training for patient 121 ...
2025-05-12 07:18:33 - INFO - Training for patient 122 ...
2025-05-12 07:18:47 - INFO - Training for patient 123 ...
2025-05-12 07:18:55 - INFO - Training for patient 124 ...
2025-05-12 07:19:07 - INFO - Training for patient 200 ...
2025-05-12 07:19:16 - INFO - Training for patient 203 ...
2025-05-12 07:19:26 - INFO - Training for patient 205 ...
2025-05-12 07:19:33 - INFO - Training for patient 208 ...
2025-05-12 07:19:44 - INFO - Training for patient 210 ...
2025-05-12 07:19:53 - INFO - Training for patient 212 ...
2025-05-12 07:20:04 - INFO - Training for patient 214 ...
2025-05-12 07:20:14 - INFO - Training for patient 215 ...
2025-05-12 07:20:24 - INFO - Training for patient 219 ...
2025-05-12 07:20:37 - INFO - Training for patient 220 ...
2025-05-12 07:20:46 - INFO - Training for patient 221 ...
2025-05-12 07:20:56 - INFO - Training for patient 228 ...
2025-05-12 07:21:05 - INFO - Training for patient 230 ...
2025-05-12 07:21:14 - INFO - Training for patient 231 ...
2025-05-12 07:21:23 - INFO - Training for patient 232 ...
2025-05-12 07:21:35 - INFO - Training for patient 233 ...
2025-05-12 07:21:45 - INFO - Repeat 4/10 for epsilon 1.01
2025-05-12 07:21:45 - INFO - Training for patient 100 ...
2025-05-12 07:21:53 - INFO - Training for patient 101 ...
2025-05-12 07:22:01 - INFO - Training for patient 103 ...
2025-05-12 07:22:11 - INFO - Training for patient 106 ...
2025-05-12 07:22:22 - INFO - Training for patient 108 ...
2025-05-12 07:22:32 - INFO - Training for patient 109 ...
2025-05-12 07:22:42 - INFO - Training for patient 111 ...
2025-05-12 07:22:51 - INFO - Training for patient 112 ...
2025-05-12 07:23:02 - INFO - Training for patient 113 ...
2025-05-12 07:23:11 - INFO - Training for patient 115 ...
2025-05-12 07:23:20 - INFO - Training for patient 116 ...
2025-05-12 07:23:35 - INFO - Training for patient 117 ...
2025-05-12 07:23:44 - INFO - Training for patient 118 ...
2025-05-12 07:23:54 - INFO - Training for patient 119 ...
2025-05-12 07:24:04 - INFO - Training for patient 121 ...
2025-05-12 07:24:12 - INFO - Training for patient 122 ...
2025-05-12 07:24:21 - INFO - Training for patient 123 ...
2025-05-12 07:24:30 - INFO - Training for patient 124 ...
2025-05-12 07:24:43 - INFO - Training for patient 200 ...
2025-05-12 07:24:51 - INFO - Training for patient 203 ...
2025-05-12 07:25:00 - INFO - Training for patient 205 ...
2025-05-12 07:25:09 - INFO - Training for patient 208 ...
2025-05-12 07:25:20 - INFO - Training for patient 210 ...
2025-05-12 07:25:29 - INFO - Training for patient 212 ...
2025-05-12 07:25:40 - INFO - Training for patient 214 ...
2025-05-12 07:25:50 - INFO - Training for patient 215 ...
2025-05-12 07:26:01 - INFO - Training for patient 219 ...
2025-05-12 07:26:11 - INFO - Training for patient 220 ...
2025-05-12 07:26:20 - INFO - Training for patient 221 ...
2025-05-12 07:26:28 - INFO - Training for patient 228 ...
2025-05-12 07:26:37 - INFO - Training for patient 230 ...
2025-05-12 07:26:48 - INFO - Training for patient 231 ...
2025-05-12 07:26:56 - INFO - Training for patient 232 ...
2025-05-12 07:27:07 - INFO - Training for patient 233 ...
2025-05-12 07:27:15 - INFO - Repeat 5/10 for epsilon 1.01
2025-05-12 07:27:15 - INFO - Training for patient 100 ...
2025-05-12 07:27:25 - INFO - Training for patient 101 ...
2025-05-12 07:27:33 - INFO - Training for patient 103 ...
2025-05-12 07:27:42 - INFO - Training for patient 106 ...
2025-05-12 07:27:53 - INFO - Training for patient 108 ...
2025-05-12 07:28:03 - INFO - Training for patient 109 ...
2025-05-12 07:28:13 - INFO - Training for patient 111 ...
2025-05-12 07:28:21 - INFO - Training for patient 112 ...
2025-05-12 07:28:30 - INFO - Training for patient 113 ...
2025-05-12 07:28:38 - INFO - Training for patient 115 ...
2025-05-12 07:28:45 - INFO - Training for patient 116 ...
2025-05-12 07:28:53 - INFO - Training for patient 117 ...
2025-05-12 07:29:01 - INFO - Training for patient 118 ...
2025-05-12 07:29:11 - INFO - Training for patient 119 ...
2025-05-12 07:29:19 - INFO - Training for patient 121 ...
2025-05-12 07:29:28 - INFO - Training for patient 122 ...
2025-05-12 07:29:40 - INFO - Training for patient 123 ...
2025-05-12 07:29:49 - INFO - Training for patient 124 ...
2025-05-12 07:29:58 - INFO - Training for patient 200 ...
2025-05-12 07:30:09 - INFO - Training for patient 203 ...
2025-05-12 07:30:22 - INFO - Training for patient 205 ...
2025-05-12 07:30:31 - INFO - Training for patient 208 ...
2025-05-12 07:30:40 - INFO - Training for patient 210 ...
2025-05-12 07:30:50 - INFO - Training for patient 212 ...
2025-05-12 07:30:59 - INFO - Training for patient 214 ...
2025-05-12 07:31:08 - INFO - Training for patient 215 ...
2025-05-12 07:31:18 - INFO - Training for patient 219 ...
2025-05-12 07:31:31 - INFO - Training for patient 220 ...
2025-05-12 07:31:40 - INFO - Training for patient 221 ...
2025-05-12 07:31:49 - INFO - Training for patient 228 ...
2025-05-12 07:31:58 - INFO - Training for patient 230 ...
2025-05-12 07:32:07 - INFO - Training for patient 231 ...
2025-05-12 07:32:20 - INFO - Training for patient 232 ...
2025-05-12 07:32:31 - INFO - Training for patient 233 ...
2025-05-12 07:32:39 - INFO - Repeat 6/10 for epsilon 1.01
2025-05-12 07:32:39 - INFO - Training for patient 100 ...
2025-05-12 07:32:50 - INFO - Training for patient 101 ...
2025-05-12 07:32:59 - INFO - Training for patient 103 ...
2025-05-12 07:33:06 - INFO - Training for patient 106 ...
2025-05-12 07:33:15 - INFO - Training for patient 108 ...
2025-05-12 07:33:25 - INFO - Training for patient 109 ...
2025-05-12 07:33:34 - INFO - Training for patient 111 ...
2025-05-12 07:33:43 - INFO - Training for patient 112 ...
2025-05-12 07:33:56 - INFO - Training for patient 113 ...
2025-05-12 07:34:04 - INFO - Training for patient 115 ...
2025-05-12 07:34:14 - INFO - Training for patient 116 ...
2025-05-12 07:34:25 - INFO - Training for patient 117 ...
2025-05-12 07:34:34 - INFO - Training for patient 118 ...
2025-05-12 07:34:44 - INFO - Training for patient 119 ...
2025-05-12 07:34:54 - INFO - Training for patient 121 ...
2025-05-12 07:35:02 - INFO - Training for patient 122 ...
2025-05-12 07:35:14 - INFO - Training for patient 123 ...
2025-05-12 07:35:22 - INFO - Training for patient 124 ...
2025-05-12 07:35:33 - INFO - Training for patient 200 ...
2025-05-12 07:35:42 - INFO - Training for patient 203 ...
2025-05-12 07:35:51 - INFO - Training for patient 205 ...
2025-05-12 07:35:59 - INFO - Training for patient 208 ...
2025-05-12 07:36:08 - INFO - Training for patient 210 ...
2025-05-12 07:36:20 - INFO - Training for patient 212 ...
2025-05-12 07:36:32 - INFO - Training for patient 214 ...
2025-05-12 07:36:44 - INFO - Training for patient 215 ...
2025-05-12 07:36:54 - INFO - Training for patient 219 ...
2025-05-12 07:37:07 - INFO - Training for patient 220 ...
2025-05-12 07:37:15 - INFO - Training for patient 221 ...
2025-05-12 07:37:23 - INFO - Training for patient 228 ...
2025-05-12 07:37:31 - INFO - Training for patient 230 ...
2025-05-12 07:37:41 - INFO - Training for patient 231 ...
2025-05-12 07:37:49 - INFO - Training for patient 232 ...
2025-05-12 07:38:00 - INFO - Training for patient 233 ...
2025-05-12 07:38:09 - INFO - Repeat 7/10 for epsilon 1.01
2025-05-12 07:38:09 - INFO - Training for patient 100 ...
2025-05-12 07:38:19 - INFO - Training for patient 101 ...
2025-05-12 07:38:27 - INFO - Training for patient 103 ...
2025-05-12 07:38:37 - INFO - Training for patient 106 ...
2025-05-12 07:38:44 - INFO - Training for patient 108 ...
2025-05-12 07:38:52 - INFO - Training for patient 109 ...
2025-05-12 07:39:01 - INFO - Training for patient 111 ...
2025-05-12 07:39:10 - INFO - Training for patient 112 ...
2025-05-12 07:39:20 - INFO - Training for patient 113 ...
2025-05-12 07:39:30 - INFO - Training for patient 115 ...
2025-05-12 07:39:39 - INFO - Training for patient 116 ...
2025-05-12 07:39:50 - INFO - Training for patient 117 ...
2025-05-12 07:39:59 - INFO - Training for patient 118 ...
2025-05-12 07:40:09 - INFO - Training for patient 119 ...
2025-05-12 07:40:17 - INFO - Training for patient 121 ...
2025-05-12 07:40:25 - INFO - Training for patient 122 ...
2025-05-12 07:40:34 - INFO - Training for patient 123 ...
2025-05-12 07:40:43 - INFO - Training for patient 124 ...
2025-05-12 07:40:54 - INFO - Training for patient 200 ...
2025-05-12 07:41:05 - INFO - Training for patient 203 ...
2025-05-12 07:41:15 - INFO - Training for patient 205 ...
2025-05-12 07:41:24 - INFO - Training for patient 208 ...
2025-05-12 07:41:33 - INFO - Training for patient 210 ...
2025-05-12 07:41:45 - INFO - Training for patient 212 ...
2025-05-12 07:41:55 - INFO - Training for patient 214 ...
2025-05-12 07:42:05 - INFO - Training for patient 215 ...
2025-05-12 07:42:16 - INFO - Training for patient 219 ...
2025-05-12 07:42:25 - INFO - Training for patient 220 ...
2025-05-12 07:42:36 - INFO - Training for patient 221 ...
2025-05-12 07:42:47 - INFO - Training for patient 228 ...
2025-05-12 07:42:56 - INFO - Training for patient 230 ...
2025-05-12 07:43:06 - INFO - Training for patient 231 ...
2025-05-12 07:43:14 - INFO - Training for patient 232 ...
2025-05-12 07:43:26 - INFO - Training for patient 233 ...
2025-05-12 07:43:35 - INFO - Repeat 8/10 for epsilon 1.01
2025-05-12 07:43:35 - INFO - Training for patient 100 ...
2025-05-12 07:43:45 - INFO - Training for patient 101 ...
2025-05-12 07:43:54 - INFO - Training for patient 103 ...
2025-05-12 07:44:04 - INFO - Training for patient 106 ...
2025-05-12 07:44:16 - INFO - Training for patient 108 ...
2025-05-12 07:44:23 - INFO - Training for patient 109 ...
2025-05-12 07:44:33 - INFO - Training for patient 111 ...
2025-05-12 07:44:42 - INFO - Training for patient 112 ...
2025-05-12 07:44:52 - INFO - Training for patient 113 ...
2025-05-12 07:45:02 - INFO - Training for patient 115 ...
2025-05-12 07:45:12 - INFO - Training for patient 116 ...
2025-05-12 07:45:22 - INFO - Training for patient 117 ...
2025-05-12 07:45:29 - INFO - Training for patient 118 ...
2025-05-12 07:45:38 - INFO - Training for patient 119 ...
2025-05-12 07:45:48 - INFO - Training for patient 121 ...
2025-05-12 07:45:57 - INFO - Training for patient 122 ...
2025-05-12 07:46:09 - INFO - Training for patient 123 ...
2025-05-12 07:46:20 - INFO - Training for patient 124 ...
2025-05-12 07:46:28 - INFO - Training for patient 200 ...
2025-05-12 07:46:36 - INFO - Training for patient 203 ...
2025-05-12 07:46:47 - INFO - Training for patient 205 ...
2025-05-12 07:46:58 - INFO - Training for patient 208 ...
2025-05-12 07:47:08 - INFO - Training for patient 210 ...
2025-05-12 07:47:18 - INFO - Training for patient 212 ...
2025-05-12 07:47:27 - INFO - Training for patient 214 ...
2025-05-12 07:47:36 - INFO - Training for patient 215 ...
2025-05-12 07:47:49 - INFO - Training for patient 219 ...
2025-05-12 07:47:57 - INFO - Training for patient 220 ...
2025-05-12 07:48:06 - INFO - Training for patient 221 ...
2025-05-12 07:48:16 - INFO - Training for patient 228 ...
2025-05-12 07:48:23 - INFO - Training for patient 230 ...
2025-05-12 07:48:33 - INFO - Training for patient 231 ...
2025-05-12 07:48:43 - INFO - Training for patient 232 ...
2025-05-12 07:48:56 - INFO - Training for patient 233 ...
2025-05-12 07:49:05 - INFO - Repeat 9/10 for epsilon 1.01
2025-05-12 07:49:05 - INFO - Training for patient 100 ...
2025-05-12 07:49:16 - INFO - Training for patient 101 ...
2025-05-12 07:49:24 - INFO - Training for patient 103 ...
2025-05-12 07:49:35 - INFO - Training for patient 106 ...
2025-05-12 07:49:45 - INFO - Training for patient 108 ...
2025-05-12 07:49:55 - INFO - Training for patient 109 ...
2025-05-12 07:50:04 - INFO - Training for patient 111 ...
2025-05-12 07:50:13 - INFO - Training for patient 112 ...
2025-05-12 07:50:24 - INFO - Training for patient 113 ...
2025-05-12 07:50:32 - INFO - Training for patient 115 ...
2025-05-12 07:50:41 - INFO - Training for patient 116 ...
2025-05-12 07:50:52 - INFO - Training for patient 117 ...
2025-05-12 07:51:00 - INFO - Training for patient 118 ...
2025-05-12 07:51:11 - INFO - Training for patient 119 ...
2025-05-12 07:51:18 - INFO - Training for patient 121 ...
2025-05-12 07:51:27 - INFO - Training for patient 122 ...
2025-05-12 07:51:37 - INFO - Training for patient 123 ...
2025-05-12 07:51:46 - INFO - Training for patient 124 ...
2025-05-12 07:51:56 - INFO - Training for patient 200 ...
2025-05-12 07:52:05 - INFO - Training for patient 203 ...
2025-05-12 07:52:15 - INFO - Training for patient 205 ...
2025-05-12 07:52:25 - INFO - Training for patient 208 ...
2025-05-12 07:52:36 - INFO - Training for patient 210 ...
2025-05-12 07:52:45 - INFO - Training for patient 212 ...
2025-05-12 07:52:56 - INFO - Training for patient 214 ...
2025-05-12 07:53:06 - INFO - Training for patient 215 ...
2025-05-12 07:53:17 - INFO - Training for patient 219 ...
2025-05-12 07:53:28 - INFO - Training for patient 220 ...
2025-05-12 07:53:37 - INFO - Training for patient 221 ...
2025-05-12 07:53:46 - INFO - Training for patient 228 ...
2025-05-12 07:53:56 - INFO - Training for patient 230 ...
2025-05-12 07:54:05 - INFO - Training for patient 231 ...
2025-05-12 07:54:14 - INFO - Training for patient 232 ...
2025-05-12 07:54:25 - INFO - Training for patient 233 ...
2025-05-12 07:54:34 - INFO - Repeat 10/10 for epsilon 1.01
2025-05-12 07:54:34 - INFO - Training for patient 100 ...
2025-05-12 07:54:45 - INFO - Training for patient 101 ...
2025-05-12 07:54:53 - INFO - Training for patient 103 ...
2025-05-12 07:55:04 - INFO - Training for patient 106 ...
2025-05-12 07:55:15 - INFO - Training for patient 108 ...
2025-05-12 07:55:24 - INFO - Training for patient 109 ...
2025-05-12 07:55:34 - INFO - Training for patient 111 ...
2025-05-12 07:55:43 - INFO - Training for patient 112 ...
2025-05-12 07:55:52 - INFO - Training for patient 113 ...
2025-05-12 07:56:00 - INFO - Training for patient 115 ...
2025-05-12 07:56:11 - INFO - Training for patient 116 ...
2025-05-12 07:56:23 - INFO - Training for patient 117 ...
2025-05-12 07:56:33 - INFO - Training for patient 118 ...
2025-05-12 07:56:42 - INFO - Training for patient 119 ...
2025-05-12 07:56:53 - INFO - Training for patient 121 ...
2025-05-12 07:57:03 - INFO - Training for patient 122 ...
2025-05-12 07:57:15 - INFO - Training for patient 123 ...
2025-05-12 07:57:24 - INFO - Training for patient 124 ...
2025-05-12 07:57:34 - INFO - Training for patient 200 ...
2025-05-12 07:57:41 - INFO - Training for patient 203 ...
2025-05-12 07:57:53 - INFO - Training for patient 205 ...
2025-05-12 07:58:01 - INFO - Training for patient 208 ...
2025-05-12 07:58:11 - INFO - Training for patient 210 ...
2025-05-12 07:58:19 - INFO - Training for patient 212 ...
2025-05-12 07:58:27 - INFO - Training for patient 214 ...
2025-05-12 07:58:35 - INFO - Training for patient 215 ...
2025-05-12 07:58:50 - INFO - Training for patient 219 ...
2025-05-12 07:59:00 - INFO - Training for patient 220 ...
2025-05-12 07:59:09 - INFO - Training for patient 221 ...
2025-05-12 07:59:19 - INFO - Training for patient 228 ...
2025-05-12 07:59:26 - INFO - Training for patient 230 ...
2025-05-12 07:59:37 - INFO - Training for patient 231 ...
2025-05-12 07:59:47 - INFO - Training for patient 232 ...
2025-05-12 07:59:59 - INFO - Training for patient 233 ...
2025-05-12 08:00:08 - INFO - All repeats for epsilon 1.01 done. Saving now ...
2025-05-12 08:00:18 - INFO - Starting with epsilon 1.11 ...
2025-05-12 08:00:18 - INFO - Repeat 1/10 for epsilon 1.11
2025-05-12 08:00:18 - INFO - Training for patient 100 ...
2025-05-12 08:00:27 - INFO - Training for patient 101 ...
2025-05-12 08:00:37 - INFO - Training for patient 103 ...
2025-05-12 08:00:45 - INFO - Training for patient 106 ...
2025-05-12 08:00:54 - INFO - Training for patient 108 ...
2025-05-12 08:01:02 - INFO - Training for patient 109 ...
2025-05-12 08:01:11 - INFO - Training for patient 111 ...
2025-05-12 08:01:19 - INFO - Training for patient 112 ...
