nohup: ignoring input
2025-03-20 07:38:12 - INFO - Setup for laplace ...
2025-03-20 21:51:13 - INFO - Training for patient 119 ...
2025-03-20 21:51:23 - INFO - Training for patient 121 ...
2025-03-20 21:51:33 - INFO - Training for patient 122 ...
2025-03-20 21:51:44 - INFO - Training for patient 123 ...
2025-03-20 21:51:53 - INFO - Training for patient 124 ...
2025-03-20 21:52:04 - INFO - Training for patient 200 ...
2025-03-20 21:52:12 - INFO - Training for patient 203 ...
2025-03-20 21:52:22 - INFO - Training for patient 205 ...
2025-03-20 21:52:32 - INFO - Training for patient 208 ...
2025-03-20 21:52:42 - INFO - Training for patient 210 ...
2025-03-20 21:52:50 - INFO - Training for patient 212 ...
2025-03-20 21:53:00 - INFO - Training for patient 214 ...
2025-03-20 21:53:07 - INFO - Training for patient 215 ...
2025-03-20 21:53:18 - INFO - Training for patient 219 ...
2025-03-20 21:53:28 - INFO - Training for patient 220 ...
2025-03-20 21:53:38 - INFO - Training for patient 221 ...
2025-03-20 21:53:45 - INFO - Training for patient 228 ...
2025-03-20 21:53:53 - INFO - Training for patient 230 ...
2025-03-20 21:54:05 - INFO - Training for patient 231 ...
2025-03-20 21:54:14 - INFO - Training for patient 232 ...
2025-03-20 21:54:25 - INFO - Training for patient 233 ...
2025-03-20 21:54:32 - INFO - Repeat 5/10 for epsilon 0.61
2025-03-20 21:54:32 - INFO - Training for patient 100 ...
2025-03-20 21:54:41 - INFO - Training for patient 101 ...
2025-03-20 21:54:50 - INFO - Training for patient 103 ...
2025-03-20 21:54:59 - INFO - Training for patient 106 ...
2025-03-20 21:55:10 - INFO - Training for patient 108 ...
2025-03-20 21:55:20 - INFO - Training for patient 109 ...
2025-03-20 21:55:28 - INFO - Training for patient 111 ...
2025-03-20 21:55:36 - INFO - Training for patient 112 ...
2025-03-20 21:55:46 - INFO - Training for patient 113 ...
2025-03-20 21:55:56 - INFO - Training for patient 115 ...
2025-03-20 21:56:06 - INFO - Training for patient 116 ...
2025-03-20 21:56:17 - INFO - Training for patient 117 ...
2025-03-20 21:56:26 - INFO - Training for patient 118 ...
2025-03-20 21:56:35 - INFO - Training for patient 119 ...
2025-03-20 21:56:44 - INFO - Training for patient 121 ...
2025-03-20 21:56:52 - INFO - Training for patient 122 ...
2025-03-20 21:57:02 - INFO - Training for patient 123 ...
2025-03-20 21:57:11 - INFO - Training for patient 124 ...
2025-03-20 21:57:22 - INFO - Training for patient 200 ...
2025-03-20 21:57:32 - INFO - Training for patient 203 ...
2025-03-20 21:57:42 - INFO - Training for patient 205 ...
2025-03-20 21:57:51 - INFO - Training for patient 208 ...
2025-03-20 21:58:01 - INFO - Training for patient 210 ...
2025-03-20 21:58:10 - INFO - Training for patient 212 ...
2025-03-20 21:58:20 - INFO - Training for patient 214 ...
2025-03-20 21:58:30 - INFO - Training for patient 215 ...
2025-03-20 21:58:39 - INFO - Training for patient 219 ...
2025-03-20 21:58:50 - INFO - Training for patient 220 ...
2025-03-20 21:58:59 - INFO - Training for patient 221 ...
2025-03-20 21:59:08 - INFO - Training for patient 228 ...
2025-03-20 21:59:16 - INFO - Training for patient 230 ...
2025-03-20 21:59:25 - INFO - Training for patient 231 ...
2025-03-20 21:59:34 - INFO - Training for patient 232 ...
2025-03-20 21:59:47 - INFO - Training for patient 233 ...
2025-03-20 21:59:53 - INFO - Repeat 6/10 for epsilon 0.61
2025-03-20 21:59:53 - INFO - Training for patient 100 ...
2025-03-20 22:00:03 - INFO - Training for patient 101 ...
2025-03-20 22:00:12 - INFO - Training for patient 103 ...
2025-03-20 22:00:21 - INFO - Training for patient 106 ...
2025-03-20 22:00:29 - INFO - Training for patient 108 ...
2025-03-20 22:00:39 - INFO - Training for patient 109 ...
2025-03-20 22:00:47 - INFO - Training for patient 111 ...
2025-03-20 22:00:56 - INFO - Training for patient 112 ...
2025-03-20 22:01:05 - INFO - Training for patient 113 ...
2025-03-20 22:01:14 - INFO - Training for patient 115 ...
2025-03-20 22:01:24 - INFO - Training for patient 116 ...
2025-03-20 22:01:35 - INFO - Training for patient 117 ...
2025-03-20 22:01:43 - INFO - Training for patient 118 ...
2025-03-20 22:01:53 - INFO - Training for patient 119 ...
2025-03-20 22:02:02 - INFO - Training for patient 121 ...
2025-03-20 22:02:10 - INFO - Training for patient 122 ...
2025-03-20 22:02:20 - INFO - Training for patient 123 ...
2025-03-20 22:02:29 - INFO - Training for patient 124 ...
2025-03-20 22:02:38 - INFO - Training for patient 200 ...
2025-03-20 22:02:46 - INFO - Training for patient 203 ...
2025-03-20 22:02:57 - INFO - Training for patient 205 ...
2025-03-20 22:03:05 - INFO - Training for patient 208 ...
2025-03-20 22:03:13 - INFO - Training for patient 210 ...
2025-03-20 22:03:24 - INFO - Training for patient 212 ...
2025-03-20 22:03:33 - INFO - Training for patient 214 ...
2025-03-20 22:03:44 - INFO - Training for patient 215 ...
2025-03-20 22:03:54 - INFO - Training for patient 219 ...
2025-03-20 22:04:04 - INFO - Training for patient 220 ...
2025-03-20 22:04:11 - INFO - Training for patient 221 ...
2025-03-20 22:04:21 - INFO - Training for patient 228 ...
2025-03-20 22:04:30 - INFO - Training for patient 230 ...
2025-03-20 22:04:42 - INFO - Training for patient 231 ...
2025-03-20 22:04:51 - INFO - Training for patient 232 ...
2025-03-20 22:05:01 - INFO - Training for patient 233 ...
2025-03-20 22:05:09 - INFO - Repeat 7/10 for epsilon 0.61
2025-03-20 22:05:09 - INFO - Training for patient 100 ...
2025-03-20 22:05:18 - INFO - Training for patient 101 ...
2025-03-20 22:05:30 - INFO - Training for patient 103 ...
2025-03-20 22:05:38 - INFO - Training for patient 106 ...
2025-03-20 22:05:49 - INFO - Training for patient 108 ...
2025-03-20 22:05:59 - INFO - Training for patient 109 ...
2025-03-20 22:06:07 - INFO - Training for patient 111 ...
2025-03-20 22:06:16 - INFO - Training for patient 112 ...
2025-03-20 22:06:24 - INFO - Training for patient 113 ...
2025-03-20 22:06:33 - INFO - Training for patient 115 ...
2025-03-20 22:06:41 - INFO - Training for patient 116 ...
2025-03-20 22:06:53 - INFO - Training for patient 117 ...
2025-03-20 22:07:03 - INFO - Training for patient 118 ...
2025-03-20 22:07:12 - INFO - Training for patient 119 ...
2025-03-20 22:07:20 - INFO - Training for patient 121 ...
2025-03-20 22:07:30 - INFO - Training for patient 122 ...
2025-03-20 22:07:39 - INFO - Training for patient 123 ...
2025-03-20 22:07:48 - INFO - Training for patient 124 ...
2025-03-20 22:07:58 - INFO - Training for patient 200 ...
2025-03-20 22:08:06 - INFO - Training for patient 203 ...
2025-03-20 22:08:16 - INFO - Training for patient 205 ...
2025-03-20 22:08:26 - INFO - Training for patient 208 ...
2025-03-20 22:08:35 - INFO - Training for patient 210 ...
2025-03-20 22:08:43 - INFO - Training for patient 212 ...
2025-03-20 22:08:54 - INFO - Training for patient 214 ...
2025-03-20 22:09:08 - INFO - Training for patient 215 ...
2025-03-20 22:09:19 - INFO - Training for patient 219 ...
2025-03-20 22:09:30 - INFO - Training for patient 220 ...
2025-03-20 22:09:38 - INFO - Training for patient 221 ...
2025-03-20 22:09:46 - INFO - Training for patient 228 ...
2025-03-20 22:09:56 - INFO - Training for patient 230 ...
2025-03-20 22:10:04 - INFO - Training for patient 231 ...
2025-03-20 22:10:14 - INFO - Training for patient 232 ...
2025-03-20 22:10:24 - INFO - Training for patient 233 ...
2025-03-20 22:10:33 - INFO - Repeat 8/10 for epsilon 0.61
2025-03-20 22:10:33 - INFO - Training for patient 100 ...
2025-03-20 22:10:44 - INFO - Training for patient 101 ...
2025-03-20 22:10:55 - INFO - Training for patient 103 ...
2025-03-20 22:11:06 - INFO - Training for patient 106 ...
2025-03-20 22:11:18 - INFO - Training for patient 108 ...
2025-03-20 22:11:27 - INFO - Training for patient 109 ...
2025-03-20 22:11:37 - INFO - Training for patient 111 ...
2025-03-20 22:11:45 - INFO - Training for patient 112 ...
2025-03-20 22:11:55 - INFO - Training for patient 113 ...
2025-03-20 22:12:03 - INFO - Training for patient 115 ...
2025-03-20 22:12:11 - INFO - Training for patient 116 ...
2025-03-20 22:12:23 - INFO - Training for patient 117 ...
2025-03-20 22:12:32 - INFO - Training for patient 118 ...
2025-03-20 22:12:43 - INFO - Training for patient 119 ...
2025-03-20 22:12:51 - INFO - Training for patient 121 ...
2025-03-20 22:13:00 - INFO - Training for patient 122 ...
2025-03-20 22:13:09 - INFO - Training for patient 123 ...
2025-03-20 22:13:17 - INFO - Training for patient 124 ...
2025-03-20 22:13:27 - INFO - Training for patient 200 ...
2025-03-20 22:13:39 - INFO - Training for patient 203 ...
2025-03-20 22:13:49 - INFO - Training for patient 205 ...
2025-03-20 22:13:57 - INFO - Training for patient 208 ...
2025-03-20 22:14:06 - INFO - Training for patient 210 ...
2025-03-20 22:14:15 - INFO - Training for patient 212 ...
2025-03-20 22:14:25 - INFO - Training for patient 214 ...
2025-03-20 22:14:35 - INFO - Training for patient 215 ...
2025-03-20 22:14:45 - INFO - Training for patient 219 ...
2025-03-20 22:14:55 - INFO - Training for patient 220 ...
2025-03-20 22:15:02 - INFO - Training for patient 221 ...
2025-03-20 22:15:12 - INFO - Training for patient 228 ...
2025-03-20 22:15:21 - INFO - Training for patient 230 ...
2025-03-20 22:15:31 - INFO - Training for patient 231 ...
2025-03-20 22:15:40 - INFO - Training for patient 232 ...
2025-03-20 22:15:51 - INFO - Training for patient 233 ...
2025-03-20 22:16:01 - INFO - Repeat 9/10 for epsilon 0.61
2025-03-20 22:16:01 - INFO - Training for patient 100 ...
2025-03-20 22:16:11 - INFO - Training for patient 101 ...
2025-03-20 22:16:19 - INFO - Training for patient 103 ...
2025-03-20 22:16:27 - INFO - Training for patient 106 ...
2025-03-20 22:16:37 - INFO - Training for patient 108 ...
2025-03-20 22:16:46 - INFO - Training for patient 109 ...
2025-03-20 22:16:55 - INFO - Training for patient 111 ...
2025-03-20 22:17:03 - INFO - Training for patient 112 ...
2025-03-20 22:17:11 - INFO - Training for patient 113 ...
2025-03-20 22:17:21 - INFO - Training for patient 115 ...
2025-03-20 22:17:30 - INFO - Training for patient 116 ...
2025-03-20 22:17:39 - INFO - Training for patient 117 ...
2025-03-20 22:17:48 - INFO - Training for patient 118 ...
2025-03-20 22:17:58 - INFO - Training for patient 119 ...
2025-03-20 22:18:07 - INFO - Training for patient 121 ...
2025-03-20 22:18:16 - INFO - Training for patient 122 ...
2025-03-20 22:18:26 - INFO - Training for patient 123 ...
2025-03-20 22:18:37 - INFO - Training for patient 124 ...
2025-03-20 22:18:47 - INFO - Training for patient 200 ...
2025-03-20 22:18:55 - INFO - Training for patient 203 ...
2025-03-20 22:19:06 - INFO - Training for patient 205 ...
2025-03-20 22:19:17 - INFO - Training for patient 208 ...
2025-03-20 22:19:26 - INFO - Training for patient 210 ...
2025-03-20 22:19:35 - INFO - Training for patient 212 ...
2025-03-20 22:19:46 - INFO - Training for patient 214 ...
2025-03-20 22:19:57 - INFO - Training for patient 215 ...
2025-03-20 22:20:11 - INFO - Training for patient 219 ...
2025-03-20 22:20:20 - INFO - Training for patient 220 ...
2025-03-20 22:20:28 - INFO - Training for patient 221 ...
2025-03-20 22:20:37 - INFO - Training for patient 228 ...
2025-03-20 22:20:49 - INFO - Training for patient 230 ...
2025-03-20 22:20:59 - INFO - Training for patient 231 ...
2025-03-20 22:21:07 - INFO - Training for patient 232 ...
2025-03-20 22:21:17 - INFO - Training for patient 233 ...
2025-03-20 22:21:24 - INFO - Repeat 10/10 for epsilon 0.61
2025-03-20 22:21:24 - INFO - Training for patient 100 ...
2025-03-20 22:21:34 - INFO - Training for patient 101 ...
2025-03-20 22:21:41 - INFO - Training for patient 103 ...
2025-03-20 22:21:49 - INFO - Training for patient 106 ...
2025-03-20 22:22:00 - INFO - Training for patient 108 ...
2025-03-20 22:22:09 - INFO - Training for patient 109 ...
2025-03-20 22:22:19 - INFO - Training for patient 111 ...
2025-03-20 22:22:27 - INFO - Training for patient 112 ...
2025-03-20 22:22:36 - INFO - Training for patient 113 ...
2025-03-20 22:22:47 - INFO - Training for patient 115 ...
2025-03-20 22:22:55 - INFO - Training for patient 116 ...
2025-03-20 22:23:05 - INFO - Training for patient 117 ...
2025-03-20 22:23:15 - INFO - Training for patient 118 ...
2025-03-20 22:23:25 - INFO - Training for patient 119 ...
2025-03-20 22:23:33 - INFO - Training for patient 121 ...
2025-03-20 22:23:42 - INFO - Training for patient 122 ...
2025-03-20 22:23:52 - INFO - Training for patient 123 ...
2025-03-20 22:24:01 - INFO - Training for patient 124 ...
2025-03-20 22:24:10 - INFO - Training for patient 200 ...
2025-03-20 22:24:17 - INFO - Training for patient 203 ...
2025-03-20 22:24:28 - INFO - Training for patient 205 ...
2025-03-20 22:24:36 - INFO - Training for patient 208 ...
2025-03-20 22:24:46 - INFO - Training for patient 210 ...
2025-03-20 22:24:59 - INFO - Training for patient 212 ...
2025-03-20 22:25:11 - INFO - Training for patient 214 ...
2025-03-20 22:25:21 - INFO - Training for patient 215 ...
2025-03-20 22:25:33 - INFO - Training for patient 219 ...
2025-03-20 22:25:43 - INFO - Training for patient 220 ...
2025-03-20 22:25:52 - INFO - Training for patient 221 ...
2025-03-20 22:26:02 - INFO - Training for patient 228 ...
2025-03-20 22:26:13 - INFO - Training for patient 230 ...
2025-03-20 22:26:25 - INFO - Training for patient 231 ...
2025-03-20 22:26:33 - INFO - Training for patient 232 ...
2025-03-20 22:26:43 - INFO - Training for patient 233 ...
2025-03-20 22:26:51 - INFO - All repeats for epsilon 0.61 done. Saving now ...
2025-03-20 22:27:33 - INFO - Starting with epsilon 0.71 ...
2025-03-20 22:27:33 - INFO - Repeat 1/10 for epsilon 0.71
2025-03-20 22:27:33 - INFO - Training for patient 100 ...
2025-03-20 22:27:45 - INFO - Training for patient 101 ...
2025-03-20 22:27:52 - INFO - Training for patient 103 ...
2025-03-20 22:28:01 - INFO - Training for patient 106 ...
2025-03-20 22:28:12 - INFO - Training for patient 108 ...
2025-03-20 22:28:20 - INFO - Training for patient 109 ...
2025-03-20 22:28:30 - INFO - Training for patient 111 ...
2025-03-20 22:28:38 - INFO - Training for patient 112 ...
2025-03-20 22:28:48 - INFO - Training for patient 113 ...
2025-03-20 22:28:59 - INFO - Training for patient 115 ...
2025-03-20 22:29:08 - INFO - Training for patient 116 ...
2025-03-20 22:29:15 - INFO - Training for patient 117 ...
2025-03-20 22:29:23 - INFO - Training for patient 118 ...
2025-03-20 22:29:31 - INFO - Training for patient 119 ...
2025-03-20 22:29:42 - INFO - Training for patient 121 ...
2025-03-20 22:29:53 - INFO - Training for patient 122 ...
2025-03-20 22:30:04 - INFO - Training for patient 123 ...
2025-03-20 22:30:13 - INFO - Training for patient 124 ...
2025-03-20 22:30:24 - INFO - Training for patient 200 ...
2025-03-20 22:30:32 - INFO - Training for patient 203 ...
2025-03-20 22:30:43 - INFO - Training for patient 205 ...
2025-03-20 22:30:52 - INFO - Training for patient 208 ...
2025-03-20 22:31:02 - INFO - Training for patient 210 ...
2025-03-20 22:31:11 - INFO - Training for patient 212 ...
2025-03-20 22:31:21 - INFO - Training for patient 214 ...
2025-03-20 22:31:30 - INFO - Training for patient 215 ...
2025-03-20 22:31:39 - INFO - Training for patient 219 ...
2025-03-20 22:31:53 - INFO - Training for patient 220 ...
2025-03-20 22:32:02 - INFO - Training for patient 221 ...
2025-03-20 22:32:09 - INFO - Training for patient 228 ...
2025-03-20 22:32:17 - INFO - Training for patient 230 ...
2025-03-20 22:32:26 - INFO - Training for patient 231 ...
2025-03-20 22:32:35 - INFO - Training for patient 232 ...
2025-03-20 22:32:45 - INFO - Training for patient 233 ...
2025-03-20 22:32:53 - INFO - Repeat 2/10 for epsilon 0.71
2025-03-20 22:32:53 - INFO - Training for patient 100 ...
2025-03-20 22:33:05 - INFO - Training for patient 101 ...
2025-03-20 22:33:14 - INFO - Training for patient 103 ...
2025-03-20 22:33:25 - INFO - Training for patient 106 ...
2025-03-20 22:33:34 - INFO - Training for patient 108 ...
2025-03-20 22:33:42 - INFO - Training for patient 109 ...
2025-03-20 22:33:51 - INFO - Training for patient 111 ...
2025-03-20 22:33:59 - INFO - Training for patient 112 ...
2025-03-20 22:34:09 - INFO - Training for patient 113 ...
2025-03-20 22:34:19 - INFO - Training for patient 115 ...
2025-03-20 22:34:28 - INFO - Training for patient 116 ...
2025-03-20 22:34:37 - INFO - Training for patient 117 ...
2025-03-20 22:34:43 - INFO - Training for patient 118 ...
2025-03-20 22:34:52 - INFO - Training for patient 119 ...
2025-03-20 22:35:00 - INFO - Training for patient 121 ...
2025-03-20 22:35:10 - INFO - Training for patient 122 ...
2025-03-20 22:35:20 - INFO - Training for patient 123 ...
2025-03-20 22:35:30 - INFO - Training for patient 124 ...
2025-03-20 22:35:40 - INFO - Training for patient 200 ...
2025-03-20 22:35:50 - INFO - Training for patient 203 ...
2025-03-20 22:35:58 - INFO - Training for patient 205 ...
2025-03-20 22:36:06 - INFO - Training for patient 208 ...
2025-03-20 22:36:16 - INFO - Training for patient 210 ...
2025-03-20 22:36:25 - INFO - Training for patient 212 ...
2025-03-20 22:36:35 - INFO - Training for patient 214 ...
2025-03-20 22:36:46 - INFO - Training for patient 215 ...
2025-03-20 22:36:58 - INFO - Training for patient 219 ...
2025-03-20 22:37:10 - INFO - Training for patient 220 ...
2025-03-20 22:37:18 - INFO - Training for patient 221 ...
2025-03-20 22:37:28 - INFO - Training for patient 228 ...
2025-03-20 22:37:36 - INFO - Training for patient 230 ...
2025-03-20 22:37:44 - INFO - Training for patient 231 ...
2025-03-20 22:37:56 - INFO - Training for patient 232 ...
2025-03-20 22:38:06 - INFO - Training for patient 233 ...
2025-03-20 22:38:14 - INFO - Repeat 3/10 for epsilon 0.71
2025-03-20 22:38:14 - INFO - Training for patient 100 ...
2025-03-20 22:38:24 - INFO - Training for patient 101 ...
2025-03-20 22:38:34 - INFO - Training for patient 103 ...
2025-03-20 22:38:44 - INFO - Training for patient 106 ...
2025-03-20 22:38:53 - INFO - Training for patient 108 ...
2025-03-20 22:39:02 - INFO - Training for patient 109 ...
2025-03-20 22:39:10 - INFO - Training for patient 111 ...
2025-03-20 22:39:19 - INFO - Training for patient 112 ...
2025-03-20 22:39:27 - INFO - Training for patient 113 ...
2025-03-20 22:39:36 - INFO - Training for patient 115 ...
2025-03-20 22:39:45 - INFO - Training for patient 116 ...
2025-03-20 22:39:54 - INFO - Training for patient 117 ...
2025-03-20 22:40:04 - INFO - Training for patient 118 ...
2025-03-20 22:40:12 - INFO - Training for patient 119 ...
2025-03-20 22:40:20 - INFO - Training for patient 121 ...
2025-03-20 22:40:28 - INFO - Training for patient 122 ...
2025-03-20 22:40:38 - INFO - Training for patient 123 ...
2025-03-20 22:40:48 - INFO - Training for patient 124 ...
2025-03-20 22:41:00 - INFO - Training for patient 200 ...
2025-03-20 22:41:09 - INFO - Training for patient 203 ...
2025-03-20 22:41:19 - INFO - Training for patient 205 ...
2025-03-20 22:41:28 - INFO - Training for patient 208 ...
2025-03-20 22:41:37 - INFO - Training for patient 210 ...
2025-03-20 22:41:44 - INFO - Training for patient 212 ...
2025-03-20 22:41:58 - INFO - Training for patient 214 ...
2025-03-20 22:42:07 - INFO - Training for patient 215 ...
2025-03-20 22:42:21 - INFO - Training for patient 219 ...
2025-03-20 22:42:33 - INFO - Training for patient 220 ...
2025-03-20 22:42:42 - INFO - Training for patient 221 ...
2025-03-20 22:42:51 - INFO - Training for patient 228 ...
2025-03-20 22:43:02 - INFO - Training for patient 230 ...
2025-03-20 22:43:13 - INFO - Training for patient 231 ...
2025-03-20 22:43:22 - INFO - Training for patient 232 ...
2025-03-20 22:43:32 - INFO - Training for patient 233 ...
2025-03-20 22:43:41 - INFO - Repeat 4/10 for epsilon 0.71
2025-03-20 22:43:41 - INFO - Training for patient 100 ...
2025-03-20 22:43:51 - INFO - Training for patient 101 ...
2025-03-20 22:43:59 - INFO - Training for patient 103 ...
2025-03-20 22:44:07 - INFO - Training for patient 106 ...
2025-03-20 22:44:15 - INFO - Training for patient 108 ...
2025-03-20 22:44:27 - INFO - Training for patient 109 ...
2025-03-20 22:44:37 - INFO - Training for patient 111 ...
2025-03-20 22:44:45 - INFO - Training for patient 112 ...
2025-03-20 22:44:56 - INFO - Training for patient 113 ...
2025-03-20 22:45:05 - INFO - Training for patient 115 ...
2025-03-20 22:45:16 - INFO - Training for patient 116 ...
2025-03-20 22:45:29 - INFO - Training for patient 117 ...
2025-03-20 22:45:38 - INFO - Training for patient 118 ...
2025-03-20 22:45:47 - INFO - Training for patient 119 ...
2025-03-20 22:45:57 - INFO - Training for patient 121 ...
2025-03-20 22:46:05 - INFO - Training for patient 122 ...
2025-03-20 22:46:15 - INFO - Training for patient 123 ...
2025-03-20 22:46:24 - INFO - Training for patient 124 ...
2025-03-20 22:46:34 - INFO - Training for patient 200 ...
2025-03-20 22:46:43 - INFO - Training for patient 203 ...
2025-03-20 22:46:52 - INFO - Training for patient 205 ...
2025-03-20 22:47:02 - INFO - Training for patient 208 ...
2025-03-20 22:47:10 - INFO - Training for patient 210 ...
2025-03-20 22:47:19 - INFO - Training for patient 212 ...
2025-03-20 22:47:28 - INFO - Training for patient 214 ...
2025-03-20 22:47:39 - INFO - Training for patient 215 ...
2025-03-20 22:47:49 - INFO - Training for patient 219 ...
2025-03-20 22:48:02 - INFO - Training for patient 220 ...
2025-03-20 22:48:09 - INFO - Training for patient 221 ...
2025-03-20 22:48:17 - INFO - Training for patient 228 ...
2025-03-20 22:48:27 - INFO - Training for patient 230 ...
2025-03-20 22:48:37 - INFO - Training for patient 231 ...
2025-03-20 22:48:49 - INFO - Training for patient 232 ...
2025-03-20 22:49:01 - INFO - Training for patient 233 ...
2025-03-20 22:49:09 - INFO - Repeat 5/10 for epsilon 0.71
2025-03-20 22:49:09 - INFO - Training for patient 100 ...
2025-03-20 22:49:19 - INFO - Training for patient 101 ...
2025-03-20 22:49:29 - INFO - Training for patient 103 ...
2025-03-20 22:49:37 - INFO - Training for patient 106 ...
2025-03-20 22:49:48 - INFO - Training for patient 108 ...
2025-03-20 22:49:56 - INFO - Training for patient 109 ...
2025-03-20 22:50:04 - INFO - Training for patient 111 ...
2025-03-20 22:50:14 - INFO - Training for patient 112 ...
2025-03-20 22:50:22 - INFO - Training for patient 113 ...
2025-03-20 22:50:32 - INFO - Training for patient 115 ...
2025-03-20 22:50:41 - INFO - Training for patient 116 ...
2025-03-20 22:50:52 - INFO - Training for patient 117 ...
2025-03-20 22:51:02 - INFO - Training for patient 118 ...
2025-03-20 22:51:14 - INFO - Training for patient 119 ...
2025-03-20 22:51:21 - INFO - Training for patient 121 ...
2025-03-20 22:51:32 - INFO - Training for patient 122 ...
2025-03-20 22:51:41 - INFO - Training for patient 123 ...
2025-03-20 22:51:50 - INFO - Training for patient 124 ...
2025-03-20 22:52:00 - INFO - Training for patient 200 ...
2025-03-20 22:52:10 - INFO - Training for patient 203 ...
2025-03-20 22:52:18 - INFO - Training for patient 205 ...
2025-03-20 22:52:25 - INFO - Training for patient 208 ...
2025-03-20 22:52:35 - INFO - Training for patient 210 ...
2025-03-20 22:52:44 - INFO - Training for patient 212 ...
2025-03-20 22:52:55 - INFO - Training for patient 214 ...
2025-03-20 22:53:06 - INFO - Training for patient 215 ...
2025-03-20 22:53:18 - INFO - Training for patient 219 ...
2025-03-20 22:53:29 - INFO - Training for patient 220 ...
2025-03-20 22:53:39 - INFO - Training for patient 221 ...
2025-03-20 22:53:48 - INFO - Training for patient 228 ...
2025-03-20 22:53:56 - INFO - Training for patient 230 ...
2025-03-20 22:54:07 - INFO - Training for patient 231 ...
2025-03-20 22:54:16 - INFO - Training for patient 232 ...
2025-03-20 22:54:26 - INFO - Training for patient 233 ...
2025-03-20 22:54:34 - INFO - Repeat 6/10 for epsilon 0.71
2025-03-20 22:54:34 - INFO - Training for patient 100 ...
2025-03-20 22:54:42 - INFO - Training for patient 101 ...
2025-03-20 22:54:52 - INFO - Training for patient 103 ...
2025-03-20 22:55:01 - INFO - Training for patient 106 ...
2025-03-20 22:55:09 - INFO - Training for patient 108 ...
2025-03-20 22:55:18 - INFO - Training for patient 109 ...
2025-03-20 22:55:29 - INFO - Training for patient 111 ...
2025-03-20 22:55:37 - INFO - Training for patient 112 ...
2025-03-20 22:55:47 - INFO - Training for patient 113 ...
2025-03-20 22:55:58 - INFO - Training for patient 115 ...
2025-03-20 22:56:06 - INFO - Training for patient 116 ...
2025-03-20 22:56:19 - INFO - Training for patient 117 ...
2025-03-20 22:56:29 - INFO - Training for patient 118 ...
2025-03-20 22:56:37 - INFO - Training for patient 119 ...
2025-03-20 22:56:47 - INFO - Training for patient 121 ...
2025-03-20 22:56:57 - INFO - Training for patient 122 ...
2025-03-20 22:57:06 - INFO - Training for patient 123 ...
2025-03-20 22:57:14 - INFO - Training for patient 124 ...
2025-03-20 22:57:23 - INFO - Training for patient 200 ...
2025-03-20 22:57:29 - INFO - Training for patient 203 ...
2025-03-20 22:57:39 - INFO - Training for patient 205 ...
2025-03-20 22:57:47 - INFO - Training for patient 208 ...
2025-03-20 22:57:58 - INFO - Training for patient 210 ...
2025-03-20 22:58:07 - INFO - Training for patient 212 ...
2025-03-20 22:58:18 - INFO - Training for patient 214 ...
2025-03-20 22:58:29 - INFO - Training for patient 215 ...
2025-03-20 22:58:40 - INFO - Training for patient 219 ...
2025-03-20 22:58:53 - INFO - Training for patient 220 ...
2025-03-20 22:59:02 - INFO - Training for patient 221 ...
2025-03-20 22:59:10 - INFO - Training for patient 228 ...
2025-03-20 22:59:19 - INFO - Training for patient 230 ...
2025-03-20 22:59:29 - INFO - Training for patient 231 ...
2025-03-20 22:59:38 - INFO - Training for patient 232 ...
2025-03-20 22:59:46 - INFO - Training for patient 233 ...
2025-03-20 22:59:55 - INFO - Repeat 7/10 for epsilon 0.71
2025-03-20 22:59:55 - INFO - Training for patient 100 ...
2025-03-20 23:00:06 - INFO - Training for patient 101 ...
2025-03-20 23:00:14 - INFO - Training for patient 103 ...
2025-03-20 23:00:23 - INFO - Training for patient 106 ...
2025-03-20 23:00:32 - INFO - Training for patient 108 ...
2025-03-20 23:00:43 - INFO - Training for patient 109 ...
2025-03-20 23:00:57 - INFO - Training for patient 111 ...
2025-03-20 23:01:06 - INFO - Training for patient 112 ...
2025-03-20 23:01:13 - INFO - Training for patient 113 ...
2025-03-20 23:01:23 - INFO - Training for patient 115 ...
2025-03-20 23:01:31 - INFO - Training for patient 116 ...
2025-03-20 23:01:42 - INFO - Training for patient 117 ...
2025-03-20 23:01:52 - INFO - Training for patient 118 ...
2025-03-20 23:02:01 - INFO - Training for patient 119 ...
2025-03-20 23:02:09 - INFO - Training for patient 121 ...
2025-03-20 23:02:16 - INFO - Training for patient 122 ...
2025-03-20 23:02:29 - INFO - Training for patient 123 ...
2025-03-20 23:02:41 - INFO - Training for patient 124 ...
2025-03-20 23:02:48 - INFO - Training for patient 200 ...
2025-03-20 23:02:56 - INFO - Training for patient 203 ...
2025-03-20 23:03:05 - INFO - Training for patient 205 ...
2025-03-20 23:03:15 - INFO - Training for patient 208 ...
2025-03-20 23:03:26 - INFO - Training for patient 210 ...
2025-03-20 23:03:38 - INFO - Training for patient 212 ...
2025-03-20 23:03:47 - INFO - Training for patient 214 ...
2025-03-20 23:03:58 - INFO - Training for patient 215 ...
2025-03-20 23:04:08 - INFO - Training for patient 219 ...
2025-03-20 23:04:19 - INFO - Training for patient 220 ...
2025-03-20 23:04:28 - INFO - Training for patient 221 ...
2025-03-20 23:04:36 - INFO - Training for patient 228 ...
2025-03-20 23:04:47 - INFO - Training for patient 230 ...
2025-03-20 23:04:56 - INFO - Training for patient 231 ...
2025-03-20 23:05:08 - INFO - Training for patient 232 ...
