nohup: ignoring input
2025-03-15 21:40:37 - INFO - Setup for laplace ...
2025-03-17 10:28:25 - INFO - Training for patient 100 ...
2025-03-17 10:28:37 - INFO - Training for patient 101 ...
2025-03-17 10:28:46 - INFO - Training for patient 103 ...
2025-03-17 10:28:55 - INFO - Training for patient 106 ...
2025-03-17 10:29:05 - INFO - Training for patient 108 ...
2025-03-17 10:29:14 - INFO - Training for patient 109 ...
2025-03-17 10:29:24 - INFO - Training for patient 111 ...
2025-03-17 10:29:36 - INFO - Training for patient 112 ...
2025-03-17 10:29:45 - INFO - Training for patient 113 ...
2025-03-17 10:29:55 - INFO - Training for patient 115 ...
2025-03-17 10:30:03 - INFO - Training for patient 116 ...
2025-03-17 10:30:13 - INFO - Training for patient 117 ...
2025-03-17 10:30:22 - INFO - Training for patient 118 ...
2025-03-17 10:30:33 - INFO - Training for patient 119 ...
2025-03-17 10:30:40 - INFO - Training for patient 121 ...
2025-03-17 10:30:50 - INFO - Training for patient 122 ...
2025-03-17 10:31:02 - INFO - Training for patient 123 ...
2025-03-17 10:31:10 - INFO - Training for patient 124 ...
2025-03-17 10:31:20 - INFO - Training for patient 200 ...
2025-03-17 10:31:26 - INFO - Training for patient 203 ...
2025-03-17 10:31:37 - INFO - Training for patient 205 ...
2025-03-17 10:31:46 - INFO - Training for patient 208 ...
2025-03-17 10:31:57 - INFO - Training for patient 210 ...
2025-03-17 10:32:07 - INFO - Training for patient 212 ...
2025-03-17 10:32:19 - INFO - Training for patient 214 ...
2025-03-17 10:32:30 - INFO - Training for patient 215 ...
2025-03-17 10:32:42 - INFO - Training for patient 219 ...
2025-03-17 10:32:54 - INFO - Training for patient 220 ...
2025-03-17 10:33:03 - INFO - Training for patient 221 ...
2025-03-17 10:33:14 - INFO - Training for patient 228 ...
2025-03-17 10:33:24 - INFO - Training for patient 230 ...
2025-03-17 10:33:35 - INFO - Training for patient 231 ...
2025-03-17 10:33:43 - INFO - Training for patient 232 ...
2025-03-17 10:33:53 - INFO - Training for patient 233 ...
2025-03-17 10:34:02 - INFO - Repeat 5/10 for epsilon 9.51
2025-03-17 10:34:02 - INFO - Training for patient 100 ...
2025-03-17 10:34:14 - INFO - Training for patient 101 ...
2025-03-17 10:34:25 - INFO - Training for patient 103 ...
2025-03-17 10:34:34 - INFO - Training for patient 106 ...
2025-03-17 10:34:47 - INFO - Training for patient 108 ...
2025-03-17 10:35:00 - INFO - Training for patient 109 ...
2025-03-17 10:35:13 - INFO - Training for patient 111 ...
2025-03-17 10:35:21 - INFO - Training for patient 112 ...
2025-03-17 10:35:35 - INFO - Training for patient 113 ...
2025-03-17 10:35:47 - INFO - Training for patient 115 ...
2025-03-17 10:35:57 - INFO - Training for patient 116 ...
2025-03-17 10:36:10 - INFO - Training for patient 117 ...
2025-03-17 10:36:21 - INFO - Training for patient 118 ...
2025-03-17 10:36:30 - INFO - Training for patient 119 ...
2025-03-17 10:36:40 - INFO - Training for patient 121 ...
2025-03-17 10:36:47 - INFO - Training for patient 122 ...
2025-03-17 10:37:00 - INFO - Training for patient 123 ...
2025-03-17 10:37:10 - INFO - Training for patient 124 ...
2025-03-17 10:37:23 - INFO - Training for patient 200 ...
2025-03-17 10:37:32 - INFO - Training for patient 203 ...
2025-03-17 10:37:42 - INFO - Training for patient 205 ...
2025-03-17 10:37:51 - INFO - Training for patient 208 ...
2025-03-17 10:38:02 - INFO - Training for patient 210 ...
2025-03-17 10:38:11 - INFO - Training for patient 212 ...
2025-03-17 10:38:27 - INFO - Training for patient 214 ...
2025-03-17 10:38:33 - INFO - Training for patient 215 ...
2025-03-17 10:38:45 - INFO - Training for patient 219 ...
2025-03-17 10:38:58 - INFO - Training for patient 220 ...
2025-03-17 10:39:07 - INFO - Training for patient 221 ...
2025-03-17 10:39:17 - INFO - Training for patient 228 ...
2025-03-17 10:39:26 - INFO - Training for patient 230 ...
2025-03-17 10:39:35 - INFO - Training for patient 231 ...
2025-03-17 10:39:45 - INFO - Training for patient 232 ...
2025-03-17 10:39:57 - INFO - Training for patient 233 ...
2025-03-17 10:40:06 - INFO - Repeat 6/10 for epsilon 9.51
2025-03-17 10:40:06 - INFO - Training for patient 100 ...
2025-03-17 10:40:18 - INFO - Training for patient 101 ...
2025-03-17 10:40:28 - INFO - Training for patient 103 ...
2025-03-17 10:40:37 - INFO - Training for patient 106 ...
2025-03-17 10:40:47 - INFO - Training for patient 108 ...
2025-03-17 10:40:58 - INFO - Training for patient 109 ...
2025-03-17 10:41:14 - INFO - Training for patient 111 ...
2025-03-17 10:41:26 - INFO - Training for patient 112 ...
2025-03-17 10:41:39 - INFO - Training for patient 113 ...
2025-03-17 10:41:51 - INFO - Training for patient 115 ...
2025-03-17 10:42:05 - INFO - Training for patient 116 ...
2025-03-17 10:42:19 - INFO - Training for patient 117 ...
2025-03-17 10:42:33 - INFO - Training for patient 118 ...
2025-03-17 10:42:45 - INFO - Training for patient 119 ...
2025-03-17 10:42:55 - INFO - Training for patient 121 ...
2025-03-17 10:43:07 - INFO - Training for patient 122 ...
2025-03-17 10:43:17 - INFO - Training for patient 123 ...
2025-03-17 10:43:30 - INFO - Training for patient 124 ...
2025-03-17 10:43:39 - INFO - Training for patient 200 ...
2025-03-17 10:43:47 - INFO - Training for patient 203 ...
2025-03-17 10:44:01 - INFO - Training for patient 205 ...
2025-03-17 10:44:12 - INFO - Training for patient 208 ...
2025-03-17 10:44:24 - INFO - Training for patient 210 ...
2025-03-17 10:44:34 - INFO - Training for patient 212 ...
2025-03-17 10:44:47 - INFO - Training for patient 214 ...
2025-03-17 10:45:00 - INFO - Training for patient 215 ...
2025-03-17 10:45:13 - INFO - Training for patient 219 ...
2025-03-17 10:45:30 - INFO - Training for patient 220 ...
2025-03-17 10:45:39 - INFO - Training for patient 221 ...
2025-03-17 10:45:50 - INFO - Training for patient 228 ...
2025-03-17 10:46:01 - INFO - Training for patient 230 ...
2025-03-17 10:46:14 - INFO - Training for patient 231 ...
2025-03-17 10:46:29 - INFO - Training for patient 232 ...
2025-03-17 10:46:39 - INFO - Training for patient 233 ...
2025-03-17 10:46:50 - INFO - Repeat 7/10 for epsilon 9.51
2025-03-17 10:46:50 - INFO - Training for patient 100 ...
2025-03-17 10:47:05 - INFO - Training for patient 101 ...
2025-03-17 10:47:20 - INFO - Training for patient 103 ...
2025-03-17 10:47:30 - INFO - Training for patient 106 ...
2025-03-17 10:47:43 - INFO - Training for patient 108 ...
2025-03-17 10:47:55 - INFO - Training for patient 109 ...
2025-03-17 10:48:08 - INFO - Training for patient 111 ...
2025-03-17 10:48:21 - INFO - Training for patient 112 ...
2025-03-17 10:48:31 - INFO - Training for patient 113 ...
2025-03-17 10:48:44 - INFO - Training for patient 115 ...
2025-03-17 10:48:56 - INFO - Training for patient 116 ...
2025-03-17 10:49:13 - INFO - Training for patient 117 ...
2025-03-17 10:49:25 - INFO - Training for patient 118 ...
2025-03-17 10:49:35 - INFO - Training for patient 119 ...
2025-03-17 10:49:46 - INFO - Training for patient 121 ...
2025-03-17 10:50:00 - INFO - Training for patient 122 ...
2025-03-17 10:50:14 - INFO - Training for patient 123 ...
2025-03-17 10:50:26 - INFO - Training for patient 124 ...
2025-03-17 10:50:35 - INFO - Training for patient 200 ...
2025-03-17 10:50:46 - INFO - Training for patient 203 ...
2025-03-17 10:50:59 - INFO - Training for patient 205 ...
2025-03-17 10:51:14 - INFO - Training for patient 208 ...
2025-03-17 10:51:24 - INFO - Training for patient 210 ...
2025-03-17 10:51:34 - INFO - Training for patient 212 ...
2025-03-17 10:51:47 - INFO - Training for patient 214 ...
2025-03-17 10:52:01 - INFO - Training for patient 215 ...
2025-03-17 10:52:15 - INFO - Training for patient 219 ...
2025-03-17 10:52:24 - INFO - Training for patient 220 ...
2025-03-17 10:52:35 - INFO - Training for patient 221 ...
2025-03-17 10:52:45 - INFO - Training for patient 228 ...
2025-03-17 10:52:57 - INFO - Training for patient 230 ...
2025-03-17 10:53:12 - INFO - Training for patient 231 ...
2025-03-17 10:53:24 - INFO - Training for patient 232 ...
2025-03-17 10:53:39 - INFO - Training for patient 233 ...
2025-03-17 10:53:52 - INFO - Repeat 8/10 for epsilon 9.51
2025-03-17 10:53:52 - INFO - Training for patient 100 ...
2025-03-17 10:54:05 - INFO - Training for patient 101 ...
2025-03-17 10:54:13 - INFO - Training for patient 103 ...
2025-03-17 10:54:24 - INFO - Training for patient 106 ...
2025-03-17 10:54:38 - INFO - Training for patient 108 ...
2025-03-17 10:54:54 - INFO - Training for patient 109 ...
2025-03-17 10:55:06 - INFO - Training for patient 111 ...
2025-03-17 10:55:17 - INFO - Training for patient 112 ...
2025-03-17 10:55:27 - INFO - Training for patient 113 ...
2025-03-17 10:55:39 - INFO - Training for patient 115 ...
2025-03-17 10:55:54 - INFO - Training for patient 116 ...
2025-03-17 10:56:08 - INFO - Training for patient 117 ...
2025-03-17 10:56:18 - INFO - Training for patient 118 ...
2025-03-17 10:56:28 - INFO - Training for patient 119 ...
2025-03-17 10:56:39 - INFO - Training for patient 121 ...
2025-03-17 10:56:50 - INFO - Training for patient 122 ...
2025-03-17 10:57:04 - INFO - Training for patient 123 ...
2025-03-17 10:57:16 - INFO - Training for patient 124 ...
2025-03-17 10:57:29 - INFO - Training for patient 200 ...
2025-03-17 10:57:39 - INFO - Training for patient 203 ...
2025-03-17 10:57:55 - INFO - Training for patient 205 ...
2025-03-17 10:58:08 - INFO - Training for patient 208 ...
2025-03-17 10:58:17 - INFO - Training for patient 210 ...
2025-03-17 10:58:29 - INFO - Training for patient 212 ...
2025-03-17 10:58:43 - INFO - Training for patient 214 ...
2025-03-17 10:58:56 - INFO - Training for patient 215 ...
2025-03-17 10:59:12 - INFO - Training for patient 219 ...
2025-03-17 10:59:27 - INFO - Training for patient 220 ...
2025-03-17 10:59:41 - INFO - Training for patient 221 ...
2025-03-17 10:59:54 - INFO - Training for patient 228 ...
2025-03-17 11:00:06 - INFO - Training for patient 230 ...
2025-03-17 11:00:16 - INFO - Training for patient 231 ...
2025-03-17 11:00:26 - INFO - Training for patient 232 ...
2025-03-17 11:00:38 - INFO - Training for patient 233 ...
2025-03-17 11:00:49 - INFO - Repeat 9/10 for epsilon 9.51
2025-03-17 11:00:49 - INFO - Training for patient 100 ...
2025-03-17 11:01:00 - INFO - Training for patient 101 ...
2025-03-17 11:01:10 - INFO - Training for patient 103 ...
2025-03-17 11:01:19 - INFO - Training for patient 106 ...
2025-03-17 11:01:32 - INFO - Training for patient 108 ...
2025-03-17 11:01:44 - INFO - Training for patient 109 ...
2025-03-17 11:02:01 - INFO - Training for patient 111 ...
2025-03-17 11:02:11 - INFO - Training for patient 112 ...
2025-03-17 11:02:24 - INFO - Training for patient 113 ...
2025-03-17 11:02:35 - INFO - Training for patient 115 ...
2025-03-17 11:02:47 - INFO - Training for patient 116 ...
2025-03-17 11:03:02 - INFO - Training for patient 117 ...
2025-03-17 11:03:11 - INFO - Training for patient 118 ...
2025-03-17 11:03:21 - INFO - Training for patient 119 ...
2025-03-17 11:03:34 - INFO - Training for patient 121 ...
2025-03-17 11:03:44 - INFO - Training for patient 122 ...
2025-03-17 11:03:57 - INFO - Training for patient 123 ...
2025-03-17 11:04:06 - INFO - Training for patient 124 ...
2025-03-17 11:04:16 - INFO - Training for patient 200 ...
2025-03-17 11:04:24 - INFO - Training for patient 203 ...
2025-03-17 11:04:35 - INFO - Training for patient 205 ...
2025-03-17 11:04:43 - INFO - Training for patient 208 ...
2025-03-17 11:04:53 - INFO - Training for patient 210 ...
2025-03-17 11:05:03 - INFO - Training for patient 212 ...
2025-03-17 11:05:14 - INFO - Training for patient 214 ...
2025-03-17 11:05:25 - INFO - Training for patient 215 ...
2025-03-17 11:05:36 - INFO - Training for patient 219 ...
2025-03-17 11:05:47 - INFO - Training for patient 220 ...
2025-03-17 11:05:56 - INFO - Training for patient 221 ...
2025-03-17 11:06:04 - INFO - Training for patient 228 ...
2025-03-17 11:06:12 - INFO - Training for patient 230 ...
2025-03-17 11:06:23 - INFO - Training for patient 231 ...
2025-03-17 11:06:34 - INFO - Training for patient 232 ...
2025-03-17 11:06:46 - INFO - Training for patient 233 ...
2025-03-17 11:06:55 - INFO - Repeat 10/10 for epsilon 9.51
2025-03-17 11:06:55 - INFO - Training for patient 100 ...
2025-03-17 11:07:07 - INFO - Training for patient 101 ...
2025-03-17 11:07:17 - INFO - Training for patient 103 ...
2025-03-17 11:07:26 - INFO - Training for patient 106 ...
2025-03-17 11:07:36 - INFO - Training for patient 108 ...
2025-03-17 11:07:46 - INFO - Training for patient 109 ...
2025-03-17 11:07:57 - INFO - Training for patient 111 ...
2025-03-17 11:08:05 - INFO - Training for patient 112 ...
2025-03-17 11:08:13 - INFO - Training for patient 113 ...
2025-03-17 11:08:24 - INFO - Training for patient 115 ...
2025-03-17 11:08:34 - INFO - Training for patient 116 ...
2025-03-17 11:08:44 - INFO - Training for patient 117 ...
2025-03-17 11:08:55 - INFO - Training for patient 118 ...
2025-03-17 11:09:04 - INFO - Training for patient 119 ...
2025-03-17 11:09:12 - INFO - Training for patient 121 ...
2025-03-17 11:09:22 - INFO - Training for patient 122 ...
2025-03-17 11:09:31 - INFO - Training for patient 123 ...
2025-03-17 11:09:40 - INFO - Training for patient 124 ...
2025-03-17 11:09:50 - INFO - Training for patient 200 ...
2025-03-17 11:09:58 - INFO - Training for patient 203 ...
2025-03-17 11:10:09 - INFO - Training for patient 205 ...
2025-03-17 11:10:18 - INFO - Training for patient 208 ...
2025-03-17 11:10:26 - INFO - Training for patient 210 ...
2025-03-17 11:10:37 - INFO - Training for patient 212 ...
2025-03-17 11:10:49 - INFO - Training for patient 214 ...
2025-03-17 11:10:59 - INFO - Training for patient 215 ...
2025-03-17 11:11:11 - INFO - Training for patient 219 ...
2025-03-17 11:11:21 - INFO - Training for patient 220 ...
2025-03-17 11:11:30 - INFO - Training for patient 221 ...
2025-03-17 11:11:40 - INFO - Training for patient 228 ...
2025-03-17 11:11:48 - INFO - Training for patient 230 ...
2025-03-17 11:11:55 - INFO - Training for patient 231 ...
2025-03-17 11:12:06 - INFO - Training for patient 232 ...
2025-03-17 11:12:15 - INFO - Training for patient 233 ...
2025-03-17 11:12:23 - INFO - All repeats for epsilon 9.51 done. Saving now ...
2025-03-17 11:12:31 - INFO - Starting with epsilon 9.91 ...
2025-03-17 11:12:31 - INFO - Repeat 1/10 for epsilon 9.91
2025-03-17 11:12:31 - INFO - Training for patient 100 ...
2025-03-17 11:12:40 - INFO - Training for patient 101 ...
2025-03-17 11:12:51 - INFO - Training for patient 103 ...
2025-03-17 11:13:00 - INFO - Training for patient 106 ...
2025-03-17 11:13:09 - INFO - Training for patient 108 ...
2025-03-17 11:13:19 - INFO - Training for patient 109 ...
2025-03-17 11:13:30 - INFO - Training for patient 111 ...
2025-03-17 11:13:40 - INFO - Training for patient 112 ...
2025-03-17 11:13:51 - INFO - Training for patient 113 ...
2025-03-17 11:13:59 - INFO - Training for patient 115 ...
2025-03-17 11:14:08 - INFO - Training for patient 116 ...
2025-03-17 11:14:20 - INFO - Training for patient 117 ...
2025-03-17 11:14:29 - INFO - Training for patient 118 ...
2025-03-17 11:14:39 - INFO - Training for patient 119 ...
2025-03-17 11:14:47 - INFO - Training for patient 121 ...
2025-03-17 11:14:56 - INFO - Training for patient 122 ...
2025-03-17 11:15:06 - INFO - Training for patient 123 ...
2025-03-17 11:15:15 - INFO - Training for patient 124 ...
2025-03-17 11:15:23 - INFO - Training for patient 200 ...
2025-03-17 11:15:32 - INFO - Training for patient 203 ...
2025-03-17 11:15:42 - INFO - Training for patient 205 ...
2025-03-17 11:15:50 - INFO - Training for patient 208 ...
2025-03-17 11:16:02 - INFO - Training for patient 210 ...
2025-03-17 11:16:12 - INFO - Training for patient 212 ...
2025-03-17 11:16:24 - INFO - Training for patient 214 ...
2025-03-17 11:16:36 - INFO - Training for patient 215 ...
2025-03-17 11:16:48 - INFO - Training for patient 219 ...
2025-03-17 11:16:58 - INFO - Training for patient 220 ...
2025-03-17 11:17:06 - INFO - Training for patient 221 ...
2025-03-17 11:17:19 - INFO - Training for patient 228 ...
2025-03-17 11:17:28 - INFO - Training for patient 230 ...
2025-03-17 11:17:40 - INFO - Training for patient 231 ...
2025-03-17 11:17:49 - INFO - Training for patient 232 ...
2025-03-17 11:17:58 - INFO - Training for patient 233 ...
2025-03-17 11:18:06 - INFO - Repeat 2/10 for epsilon 9.91
2025-03-17 11:18:06 - INFO - Training for patient 100 ...
2025-03-17 11:18:17 - INFO - Training for patient 101 ...
2025-03-17 11:18:25 - INFO - Training for patient 103 ...
2025-03-17 11:18:34 - INFO - Training for patient 106 ...
2025-03-17 11:18:44 - INFO - Training for patient 108 ...
2025-03-17 11:18:55 - INFO - Training for patient 109 ...
2025-03-17 11:19:04 - INFO - Training for patient 111 ...
2025-03-17 11:19:13 - INFO - Training for patient 112 ...
2025-03-17 11:19:22 - INFO - Training for patient 113 ...
2025-03-17 11:19:33 - INFO - Training for patient 115 ...
2025-03-17 11:19:41 - INFO - Training for patient 116 ...
2025-03-17 11:19:51 - INFO - Training for patient 117 ...
2025-03-17 11:20:01 - INFO - Training for patient 118 ...
2025-03-17 11:20:12 - INFO - Training for patient 119 ...
2025-03-17 11:20:22 - INFO - Training for patient 121 ...
2025-03-17 11:20:34 - INFO - Training for patient 122 ...
2025-03-17 11:20:43 - INFO - Training for patient 123 ...
2025-03-17 11:20:52 - INFO - Training for patient 124 ...
2025-03-17 11:21:01 - INFO - Training for patient 200 ...
2025-03-17 11:21:09 - INFO - Training for patient 203 ...
2025-03-17 11:21:19 - INFO - Training for patient 205 ...
2025-03-17 11:21:27 - INFO - Training for patient 208 ...
2025-03-17 11:21:38 - INFO - Training for patient 210 ...
2025-03-17 11:21:48 - INFO - Training for patient 212 ...
2025-03-17 11:21:59 - INFO - Training for patient 214 ...
2025-03-17 11:22:08 - INFO - Training for patient 215 ...
2025-03-17 11:22:20 - INFO - Training for patient 219 ...
2025-03-17 11:22:30 - INFO - Training for patient 220 ...
2025-03-17 11:22:40 - INFO - Training for patient 221 ...
2025-03-17 11:22:50 - INFO - Training for patient 228 ...
2025-03-17 11:22:59 - INFO - Training for patient 230 ...
2025-03-17 11:23:09 - INFO - Training for patient 231 ...
2025-03-17 11:23:18 - INFO - Training for patient 232 ...
2025-03-17 11:23:30 - INFO - Training for patient 233 ...
2025-03-17 11:23:40 - INFO - Repeat 3/10 for epsilon 9.91
2025-03-17 11:23:40 - INFO - Training for patient 100 ...
2025-03-17 11:23:52 - INFO - Training for patient 101 ...
2025-03-17 11:24:01 - INFO - Training for patient 103 ...
2025-03-17 11:24:10 - INFO - Training for patient 106 ...
2025-03-17 11:24:21 - INFO - Training for patient 108 ...
2025-03-17 11:24:33 - INFO - Training for patient 109 ...
2025-03-17 11:24:42 - INFO - Training for patient 111 ...
2025-03-17 11:24:51 - INFO - Training for patient 112 ...
2025-03-17 11:25:00 - INFO - Training for patient 113 ...
2025-03-17 11:25:09 - INFO - Training for patient 115 ...
2025-03-17 11:25:18 - INFO - Training for patient 116 ...
2025-03-17 11:25:31 - INFO - Training for patient 117 ...
2025-03-17 11:25:40 - INFO - Training for patient 118 ...
2025-03-17 11:25:50 - INFO - Training for patient 119 ...
2025-03-17 11:25:59 - INFO - Training for patient 121 ...
2025-03-17 11:26:08 - INFO - Training for patient 122 ...
2025-03-17 11:26:18 - INFO - Training for patient 123 ...
2025-03-17 11:26:27 - INFO - Training for patient 124 ...
2025-03-17 11:26:37 - INFO - Training for patient 200 ...
2025-03-17 11:26:44 - INFO - Training for patient 203 ...
2025-03-17 11:26:56 - INFO - Training for patient 205 ...
2025-03-17 11:27:04 - INFO - Training for patient 208 ...
2025-03-17 11:27:13 - INFO - Training for patient 210 ...
2025-03-17 11:27:22 - INFO - Training for patient 212 ...
2025-03-17 11:27:32 - INFO - Training for patient 214 ...
2025-03-17 11:27:42 - INFO - Training for patient 215 ...
2025-03-17 11:27:55 - INFO - Training for patient 219 ...
2025-03-17 11:28:06 - INFO - Training for patient 220 ...
2025-03-17 11:28:13 - INFO - Training for patient 221 ...
2025-03-17 11:28:23 - INFO - Training for patient 228 ...
2025-03-17 11:28:31 - INFO - Training for patient 230 ...
2025-03-17 11:28:41 - INFO - Training for patient 231 ...
2025-03-17 11:28:50 - INFO - Training for patient 232 ...
2025-03-17 11:29:01 - INFO - Training for patient 233 ...
2025-03-17 11:29:08 - INFO - Repeat 4/10 for epsilon 9.91
2025-03-17 11:29:08 - INFO - Training for patient 100 ...
2025-03-17 11:29:18 - INFO - Training for patient 101 ...
2025-03-17 11:29:24 - INFO - Training for patient 103 ...
2025-03-17 11:29:32 - INFO - Training for patient 106 ...
2025-03-17 11:29:46 - INFO - Training for patient 108 ...
2025-03-17 11:29:57 - INFO - Training for patient 109 ...
2025-03-17 11:30:07 - INFO - Training for patient 111 ...
2025-03-17 11:30:17 - INFO - Training for patient 112 ...
2025-03-17 11:30:27 - INFO - Training for patient 113 ...
2025-03-17 11:30:37 - INFO - Training for patient 115 ...
2025-03-17 11:30:47 - INFO - Training for patient 116 ...
2025-03-17 11:30:55 - INFO - Training for patient 117 ...
2025-03-17 11:31:06 - INFO - Training for patient 118 ...
2025-03-17 11:31:16 - INFO - Training for patient 119 ...
2025-03-17 11:31:27 - INFO - Training for patient 121 ...
2025-03-17 11:31:35 - INFO - Training for patient 122 ...
2025-03-17 11:31:48 - INFO - Training for patient 123 ...
2025-03-17 11:31:59 - INFO - Training for patient 124 ...
2025-03-17 11:32:08 - INFO - Training for patient 200 ...
2025-03-17 11:32:18 - INFO - Training for patient 203 ...
2025-03-17 11:32:29 - INFO - Training for patient 205 ...
2025-03-17 11:32:37 - INFO - Training for patient 208 ...
2025-03-17 11:32:46 - INFO - Training for patient 210 ...
2025-03-17 11:32:57 - INFO - Training for patient 212 ...
2025-03-17 11:33:10 - INFO - Training for patient 214 ...
2025-03-17 11:33:20 - INFO - Training for patient 215 ...
2025-03-17 11:33:30 - INFO - Training for patient 219 ...
2025-03-17 11:33:40 - INFO - Training for patient 220 ...
2025-03-17 11:33:50 - INFO - Training for patient 221 ...
2025-03-17 11:33:59 - INFO - Training for patient 228 ...
2025-03-17 11:34:07 - INFO - Training for patient 230 ...
2025-03-17 11:34:17 - INFO - Training for patient 231 ...
2025-03-17 11:34:30 - INFO - Training for patient 232 ...
2025-03-17 11:34:41 - INFO - Training for patient 233 ...
2025-03-17 11:34:51 - INFO - Repeat 5/10 for epsilon 9.91
2025-03-17 11:34:51 - INFO - Training for patient 100 ...
2025-03-17 11:35:02 - INFO - Training for patient 101 ...
2025-03-17 11:35:12 - INFO - Training for patient 103 ...
2025-03-17 11:35:21 - INFO - Training for patient 106 ...
2025-03-17 11:35:30 - INFO - Training for patient 108 ...
2025-03-17 11:35:40 - INFO - Training for patient 109 ...
2025-03-17 11:35:51 - INFO - Training for patient 111 ...
2025-03-17 11:36:02 - INFO - Training for patient 112 ...
2025-03-17 11:36:11 - INFO - Training for patient 113 ...
2025-03-17 11:36:20 - INFO - Training for patient 115 ...
2025-03-17 11:36:30 - INFO - Training for patient 116 ...
2025-03-17 11:36:40 - INFO - Training for patient 117 ...
2025-03-17 11:36:48 - INFO - Training for patient 118 ...
2025-03-17 11:36:58 - INFO - Training for patient 119 ...
2025-03-17 11:37:06 - INFO - Training for patient 121 ...
2025-03-17 11:37:16 - INFO - Training for patient 122 ...
2025-03-17 11:37:24 - INFO - Training for patient 123 ...
2025-03-17 11:37:34 - INFO - Training for patient 124 ...
2025-03-17 11:37:43 - INFO - Training for patient 200 ...
2025-03-17 11:37:51 - INFO - Training for patient 203 ...
2025-03-17 11:38:01 - INFO - Training for patient 205 ...
2025-03-17 11:38:10 - INFO - Training for patient 208 ...
2025-03-17 11:38:20 - INFO - Training for patient 210 ...
2025-03-17 11:38:29 - INFO - Training for patient 212 ...
2025-03-17 11:38:42 - INFO - Training for patient 214 ...
2025-03-17 11:38:53 - INFO - Training for patient 215 ...
2025-03-17 11:39:04 - INFO - Training for patient 219 ...
2025-03-17 11:39:15 - INFO - Training for patient 220 ...
2025-03-17 11:39:24 - INFO - Training for patient 221 ...
2025-03-17 11:39:33 - INFO - Training for patient 228 ...
2025-03-17 11:39:42 - INFO - Training for patient 230 ...
2025-03-17 11:39:52 - INFO - Training for patient 231 ...
2025-03-17 11:40:01 - INFO - Training for patient 232 ...
2025-03-17 11:40:10 - INFO - Training for patient 233 ...
2025-03-17 11:40:19 - INFO - Repeat 6/10 for epsilon 9.91
2025-03-17 11:40:19 - INFO - Training for patient 100 ...
2025-03-17 11:40:29 - INFO - Training for patient 101 ...
2025-03-17 11:40:39 - INFO - Training for patient 103 ...
2025-03-17 11:40:47 - INFO - Training for patient 106 ...
2025-03-17 11:40:57 - INFO - Training for patient 108 ...
2025-03-17 11:41:06 - INFO - Training for patient 109 ...
2025-03-17 11:41:15 - INFO - Training for patient 111 ...
2025-03-17 11:41:24 - INFO - Training for patient 112 ...
2025-03-17 11:41:35 - INFO - Training for patient 113 ...
2025-03-17 11:41:46 - INFO - Training for patient 115 ...
2025-03-17 11:41:57 - INFO - Training for patient 116 ...
2025-03-17 11:42:06 - INFO - Training for patient 117 ...
2025-03-17 11:42:15 - INFO - Training for patient 118 ...
2025-03-17 11:42:25 - INFO - Training for patient 119 ...
2025-03-17 11:42:34 - INFO - Training for patient 121 ...
2025-03-17 11:42:43 - INFO - Training for patient 122 ...
2025-03-17 11:42:52 - INFO - Training for patient 123 ...
2025-03-17 11:43:01 - INFO - Training for patient 124 ...
2025-03-17 11:43:10 - INFO - Training for patient 200 ...
2025-03-17 11:43:19 - INFO - Training for patient 203 ...
2025-03-17 11:43:29 - INFO - Training for patient 205 ...
2025-03-17 11:43:37 - INFO - Training for patient 208 ...
2025-03-17 11:43:48 - INFO - Training for patient 210 ...
2025-03-17 11:43:59 - INFO - Training for patient 212 ...
2025-03-17 11:44:07 - INFO - Training for patient 214 ...
2025-03-17 11:44:17 - INFO - Training for patient 215 ...
2025-03-17 11:44:29 - INFO - Training for patient 219 ...
2025-03-17 11:44:39 - INFO - Training for patient 220 ...
2025-03-17 11:44:48 - INFO - Training for patient 221 ...
2025-03-17 11:44:56 - INFO - Training for patient 228 ...
2025-03-17 11:45:06 - INFO - Training for patient 230 ...
2025-03-17 11:45:17 - INFO - Training for patient 231 ...
2025-03-17 11:45:27 - INFO - Training for patient 232 ...
2025-03-17 11:45:38 - INFO - Training for patient 233 ...
2025-03-17 11:45:47 - INFO - Repeat 7/10 for epsilon 9.91
2025-03-17 11:45:47 - INFO - Training for patient 100 ...
2025-03-17 11:45:58 - INFO - Training for patient 101 ...
2025-03-17 11:46:05 - INFO - Training for patient 103 ...
2025-03-17 11:46:17 - INFO - Training for patient 106 ...
2025-03-17 11:46:28 - INFO - Training for patient 108 ...
2025-03-17 11:46:38 - INFO - Training for patient 109 ...
2025-03-17 11:46:47 - INFO - Training for patient 111 ...
2025-03-17 11:46:57 - INFO - Training for patient 112 ...
2025-03-17 11:47:07 - INFO - Training for patient 113 ...
2025-03-17 11:47:16 - INFO - Training for patient 115 ...
2025-03-17 11:47:27 - INFO - Training for patient 116 ...
2025-03-17 11:47:39 - INFO - Training for patient 117 ...
2025-03-17 11:47:51 - INFO - Training for patient 118 ...
2025-03-17 11:48:00 - INFO - Training for patient 119 ...
2025-03-17 11:48:09 - INFO - Training for patient 121 ...
2025-03-17 11:48:19 - INFO - Training for patient 122 ...
2025-03-17 11:48:29 - INFO - Training for patient 123 ...
2025-03-17 11:48:41 - INFO - Training for patient 124 ...
2025-03-17 11:48:51 - INFO - Training for patient 200 ...
2025-03-17 11:48:58 - INFO - Training for patient 203 ...
